tuoi,chieu_cao,so_tran,ban_thang,kien_tao,so_phut_tren_ban,so_phut,danh_hieu,Centre_Forward,Central_Midfield,Left_Winger,Attacking_Midfield,Right_Winger,Defensive_Midfield,Second_Striker,Centre_Back,Right_Back,Left_Back ,Goalkeeper,Right_Midfield,Left_Midfield,value_club,value
30,1.77,42,10,3,190,1904,1,1,0,0,0,0,0,0,0,0,0,0,0,0,451.5,16
26,1.86,32,1,1,1596,1596,2,0,0,0,0,0,0,0,1,0,0,0,0,0,234.5,13
29,1.86,39,9,1,239,2149,2,1,0,0,0,0,0,0,0,0,0,0,0,0,420.7,10
26,1.92,20,2,0,736,1472,2,0,0,0,0,0,0,0,1,0,0,0,0,0,397,14
26,1.87,34,5,3,563,2815,1,0,1,0,0,0,0,0,0,0,0,0,0,0,111.9,14
29,1.86,39,9,1,239,2149,2,1,0,0,0,0,0,0,0,0,0,0,0,0,420.7,10
24,1.87,44,22,16,157,3454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,294.45,65
22,1.83,23,5,5,385,1926,2,1,0,0,0,0,0,0,0,0,0,0,0,0,96.2,18
26,1.87,28,0,0,0,2216,2,0,0,0,0,0,0,0,1,0,0,0,0,0,252.5,15
25,1.82,47,12,5,186,2233,6,1,0,0,0,0,0,0,0,0,0,0,0,0,236.3,10
27,1.81,26,5,1,243,1214,1,0,0,0,0,1,0,0,0,0,0,0,0,0,437,14
27,1.88,17,3,0,290,869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,112.88,11
27,1.77,28,2,1,632,1265,2,0,0,0,0,0,1,0,0,0,0,0,0,0,78,7
22,1.83,23,5,5,385,1926,2,1,0,0,0,0,0,0,0,0,0,0,0,0,96.2,18
22,1.78,49,4,9,1046,4183,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1020,85
21,1.82,19,3,0,316,948,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1020,28
23,1.78,41,15,6,149,2235,2,1,0,0,0,0,0,0,0,0,0,0,0,0,259.2,22
20,1.79,21,0,1,0,1626,0,0,0,0,0,0,0,0,0,1,0,0,0,0,231.8,25
20,1.89,29,0,0,0,2474,3,0,0,0,0,0,0,0,1,0,0,0,0,0,243.7,18
26,1.79,21,0,5,0,647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,451.5,15
23,1.96,18,0,0,0,1412,3,0,0,0,0,0,0,0,1,0,0,0,0,0,279.3,16
22,1.85,41,5,1,734,3669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,320.3,20
22,1.76,10,1,0,566,566,5,0,1,0,0,0,0,0,0,0,0,0,0,0,398.7,15
28,2.01,33,17,0,109,1861,6,1,0,0,0,0,0,0,0,0,0,0,0,0,397,17
27,1.91,32,2,4,586,1173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,156.7,9
25,1.85,38,2,4,1088,2177,3,0,0,0,0,0,0,0,0,0,1,0,0,0,629,18
23,1.8,34,0,3,0,2782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,309.95,30
22,1.8,28,0,1,0,1144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,318.6,15
27,1.74,31,2,7,750,1499,6,0,0,1,0,0,0,0,0,0,0,0,0,0,154.15,11
25,1.87,29,3,1,733,2200,6,0,0,0,0,0,0,0,0,1,0,0,0,0,318,15
25,1.78,31,1,1,1838,1838,1,0,1,0,0,0,0,0,0,0,0,0,0,0,332.65,12
26,1.87,40,14,4,155,2169,1,1,0,0,0,0,0,0,0,0,0,0,0,0,324.2,22
33,1.86,22,3,1,323,969,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1020,7
22,1.83,41,14,17,220,3083,5,0,0,1,0,0,0,0,0,0,0,0,0,0,629,85
31,1.98,42,33,18,112,3712,0,0,0,0,0,0,0,0,0,0,0,1,0,0,494.3,18
19,1.82,22,1,3,733,733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,376,15
24,1.85,34,5,6,404,2018,1,0,1,0,0,0,0,0,0,0,0,0,0,0,200.7,15
23,1.82,24,1,0,1287,1287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259.2,15
30,1.78,40,2,11,1522,3045,1,0,0,0,0,0,0,0,0,1,0,0,0,0,259.2,15
22,1.85,41,5,1,734,3669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,320.3,20
25,1.94,31,2,1,1250,2500,0,0,0,0,0,0,0,0,1,0,0,0,0,0,115.95,15
23,1.88,36,20,2,144,2887,0,1,0,0,0,0,0,0,0,0,0,0,0,0,235.6,20
28,1.78,19,1,0,1008,1008,5,0,0,0,0,0,0,0,0,1,0,0,0,0,234.5,8
31,1.75,37,30,6,101,3018,6,1,0,0,0,0,0,0,0,0,0,0,0,0,231.8,12
28,1.81,32,1,2,2143,2143,6,0,1,0,0,0,0,0,0,0,0,0,0,0,231.8,14
20,1.85,51,16,6,208,3326,5,1,0,0,0,0,0,0,0,0,0,0,0,0,201.6,13
23,1.83,37,6,0,490,2943,1,0,0,0,0,0,0,0,0,0,1,0,0,0,259.2,18
27,1.78,19,0,0,0,1629,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71.45,12
20,1.73,43,14,4,222,3106,3,0,0,0,0,1,0,0,0,0,0,0,0,0,60,13
24,1.72,26,8,2,186,1484,1,0,0,1,0,0,0,0,0,0,0,0,0,0,225.65,12
23,1.83,24,0,0,0,1397,0,0,1,0,0,0,0,0,0,0,0,0,0,0,309.95,15
25,1.7,47,4,11,642,2568,5,0,0,1,0,0,0,0,0,0,0,0,0,0,172.4,12
26,1.9,44,2,2,1900,3800,5,0,0,0,0,0,0,0,1,0,0,0,0,0,629,50
25,1.75,26,2,3,591,1182,1,1,0,0,0,0,0,0,0,0,0,0,0,0,332.65,10
28,1.76,32,2,2,1139,2278,6,0,0,0,0,0,0,0,0,0,1,0,0,0,451.5,12
26,1.85,10,0,0,0,718,3,0,0,0,0,0,0,0,1,0,0,0,0,0,209,10
30,1.97,47,11,7,284,3129,2,1,0,0,0,0,0,0,0,0,0,0,0,0,795.7,14
24,1.74,39,10,7,272,2722,5,0,0,0,1,0,0,0,0,0,0,0,0,0,183,14
30,1.97,47,11,7,284,3129,2,1,0,0,0,0,0,0,0,0,0,0,0,0,795.7,14
30,1.91,41,49,13,76,3720,2,0,0,0,0,0,0,0,0,0,0,1,0,0,201.6,12
19,1.72,29,2,2,562,1124,2,0,0,0,0,1,0,0,0,0,0,0,0,0,54.7,9
25,1.84,17,2,2,404,808,0,0,1,0,0,0,0,0,0,0,0,0,0,0,126.2,9
27,1.84,11,0,0,0,861,6,0,0,0,0,0,0,0,1,0,0,0,0,0,29.92,8
23,1.83,35,1,1,2133,2133,0,0,1,0,0,0,0,0,0,0,0,0,0,0,329.5,20
26,1.83,31,3,1,639,1918,2,0,1,0,0,0,0,0,0,0,0,0,0,0,253.5,13
25,1.83,36,0,2,0,2391,5,0,0,0,0,0,1,0,0,0,0,0,0,0,547.7,17
22,1.84,16,0,0,0,827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,320.3,13
20,1.85,51,16,6,208,3326,5,1,0,0,0,0,0,0,0,0,0,0,0,0,201.6,13
22,1.85,25,1,4,1983,1983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,169.53,15
31,1.81,24,5,6,310,1549,6,0,0,0,1,0,0,0,0,0,0,0,0,0,20,6
24,1.82,36,3,8,908,2724,1,0,0,0,0,1,0,0,0,0,0,0,0,0,91.45,11
22,1.83,32,0,1,0,2702,3,0,0,0,0,0,0,0,1,0,0,0,0,0,86.3,9
27,1.9,28,2,0,1240,2481,3,0,0,0,0,0,0,0,1,0,0,0,0,0,451.5,32
22,1.7,13,1,1,547,547,1,0,0,1,0,0,0,0,0,0,0,0,0,0,318.6,15
28,1.72,24,1,4,1027,1027,6,0,0,1,0,0,0,0,0,0,0,0,0,0,324.2,8
24,1.88,28,5,1,143,716,1,1,0,0,0,0,0,0,0,0,0,0,0,0,220.9,8
27,1.79,43,3,5,1095,3284,2,0,0,0,0,0,1,0,0,0,0,0,0,0,313,16
28,1.89,40,42,12,86,3600,0,0,0,0,0,0,0,0,0,0,0,1,0,0,259.2,14
25,1.88,39,2,6,1477,2954,6,0,0,0,0,0,0,0,1,0,0,0,0,0,318,12
24,1.9,6,3,4,152,456,5,0,0,0,0,0,0,0,0,0,0,1,0,0,274.15,8
20,1.76,25,1,5,666,666,6,0,0,0,0,1,0,0,0,0,0,0,0,0,279.3,12
31,1.89,37,6,1,226,1359,3,1,0,0,0,0,0,0,0,0,0,0,0,0,252.5,7
23,1.76,27,0,5,0,1694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,280.15,10
27,1.91,38,1,1,2128,2128,6,0,0,0,0,0,1,0,0,0,0,0,0,0,279.3,9
21,1.8,30,1,1,2258,2258,1,0,0,0,0,0,1,0,0,0,0,0,0,0,169.53,15
28,1.9,46,8,1,322,2577,1,0,0,0,1,0,0,0,0,0,0,0,0,0,236.3,12
21,1.7,16,0,2,0,630,2,0,1,0,0,0,0,0,0,0,0,0,0,0,358.7,9
22,1.82,42,3,7,823,2468,0,0,0,0,0,1,0,0,0,0,0,0,0,0,252.5,15
26,1.82,35,2,3,719,1438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184.1,9
20,1.7,22,3,0,243,730,2,0,0,0,1,0,0,0,0,0,0,0,0,0,879,20
31,1.84,26,5,1,250,1250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,172.4,6.5
33,1.74,33,0,1,0,2593,6,0,1,0,0,0,0,0,0,0,0,0,0,0,352.9,8
30,1.81,33,3,5,782,2347,6,0,1,0,0,0,0,0,0,0,0,0,0,0,176.43,7
26,1.86,37,7,6,363,2543,0,1,0,0,0,0,0,0,0,0,0,0,0,0,119.45,8
27,1.9,30,4,7,404,1615,1,1,0,0,0,0,0,0,0,0,0,0,0,0,111.9,10
30,1.82,36,9,4,259,2335,2,0,0,1,0,0,0,0,0,0,0,0,0,0,320.3,10
27,1.78,34,2,4,1312,2623,3,0,1,0,0,0,0,0,0,0,0,0,0,0,103.3,8
26,1.8,33,16,6,158,2526,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99.68,14
27,1.83,31,4,5,491,1963,1,1,0,0,0,0,0,0,0,0,0,0,0,0,99.68,8.5
21,1.85,30,1,3,1025,1025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,318.6,20
29,1.86,22,0,0,0,1533,1,0,0,0,0,0,0,0,1,0,0,0,0,0,317.15,12
30,1.93,10,9,5,100,900,6,0,0,0,0,0,0,0,0,0,0,1,0,0,309.95,4
27,1.9,39,33,19,107,3540,5,0,0,0,0,0,0,0,0,0,0,1,0,0,534.45,20
28,1.89,35,2,1,592,1183,6,1,0,0,0,0,0,0,0,0,0,0,0,0,547.25,8
27,1.86,34,1,2,2628,2628,5,0,0,0,0,0,0,0,1,0,0,0,0,0,680.3,12
35,1.8,38,8,7,270,2157,6,0,0,0,0,1,0,0,0,0,0,0,0,0,420.7,10
24,1.78,34,14,1,186,2597,3,1,0,0,0,0,0,0,0,0,0,0,0,0,126.2,10
28,1.86,19,3,2,257,772,6,0,0,0,0,1,0,0,0,0,0,0,0,0,46.95,7
23,1.91,24,2,1,982,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,209,10
32,1.88,34,3,0,587,1762,6,0,0,0,0,0,0,0,0,0,1,0,0,0,767,7
29,1.77,10,0,0,0,487,5,0,0,0,1,0,0,0,0,0,0,0,0,0,332.65,12
25,1.87,22,2,1,360,720,6,1,0,0,0,0,0,0,0,0,0,0,0,0,154.65,9
22,1.75,32,2,4,776,1552,2,0,0,1,0,0,0,0,0,0,0,0,0,0,209,12
